Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale
2016 DK2,Apollo Asteroid,57446,2.4069,0.7137,0.8842,283.3347,159.1053,11.7627,0.6892,4.12,3.73,0.0006,2,29.1,2069,2069,1,7.5E-07,17.57,0.005,-7.93,-7.93,0
2005 XA8,Apollo Asteroid,57800,1.4184,0.4371,5.3498,111.2931,254.1028,254.3948,0.7984,2.04,1.69,0.0014,10,25.6,2069,2086,21,9.1E-05,12.08,0.025,-4.43,-4.54,0
2015 VP64,Apollo Asteroid,57800,2.0895,0.6983,0.7151,274.8796,44.1397,167.7976,0.6303,3.55,3.02,0.0004,4,28.3,2069,2105,5,3.1E-06,20.96,0.007,-6.99,-7,0
2012 TP20,Apollo Asteroid,57800,1.3869,0.3261,0.6512,117.4913,207.9674,266.0096,0.9347,1.84,1.63,0.0038,7,27.8,2069,2107,4,5.3E-07,7.31,0.009,-7.85,-8.07,0
2000 SG344,Aten Asteroid,57800,0.9775,0.0668,0.1118,275.3148,191.9348,251.8273,0.9122,1.04,0.97,0.0008,15,24.8,2069,2113,104,0.0022,1.36,0.037,-2.93,-3.26,0
2012 AP10,Aten Asteroid,57800,0.8895,0.1389,2.7309,212.1818,101.5606,177.4296,0.7659,1.01,0.84,0.0027,11,26.4,2069,2114,81,0.00011,3.57,0.018,-5.01,-5.7,0
2014 JR24,Apollo Asteroid,57800,1.0665,0.1183,0.9299,246.4497,48.8884,132.4155,0.9403,1.19,1.1,0.0007,6,29.3,2069,2115,38,0.0012,3.72,0.005,-5.26,-5.27,0
2010 UK,Aten Asteroid,57800,0.8663,0.2184,4.9219,36.4687,203.4736,75.9613,0.6771,1.06,0.81,0.0022,9,26.9,2069,2115,20,2.3E-05,6.11,0.014,-5.81,-6.02,0
2009 WW7,Apollo Asteroid,57800,1.0905,0.2616,2.524,273.7694,57.1599,186.083,0.8052,1.38,1.14,0.0018,7,28.9,2069,2115,30,2.2E-05,8.2,0.006,-6.81,-6.94,0
2011 EB,Apollo Asteroid,57800,2.2971,0.5951,2.493,322.4181,160.7628,264.8935,0.93,3.66,3.48,0.0033,9,26.9,2070,2077,3,5.3E-05,10.31,0.014,-5.33,-5.37,0
2012 UU158,Apollo Asteroid,56225,1.0995,0.3731,5.97,261.8299,26.8155,59.9582,0.6893,1.51,1.15,0.0009,7,26.9,2070,2078,2,1.9E-06,12.28,0.014,-6.66,-6.68,0
2014 HT197,Apollo Asteroid,56772,2.219,0.6041,2.062,234.5118,39.5591,346.4353,0.8786,3.56,3.31,0.0036,2,28.5,2070,2090,3,1.1E-07,17.18,0.007,-8.53,-8.81,0
2013 BL18,Apollo Asteroid,57800,1.9906,0.5916,7.5146,120.9493,295.0157,177.7622,0.813,3.17,2.81,0.0028,7,26,2070,2092,5,2.4E-05,14.19,0.022,-5.16,-5.27,0
2012 TV,Apollo Asteroid,57800,1.5021,0.5715,5.5414,269.8634,193.553,104.804,0.6437,2.36,1.84,0.002,6,25.2,2070,2096,12,2E-06,16.66,0.031,-5.72,-6.1,0
2000 SZ162,Aten Asteroid,57800,0.93,0.1675,0.8915,131.3828,14.7846,332.4916,0.7742,1.09,0.9,0.0021,10,27.1,2070,2096,2,3.8E-07,4.17,0.013,-7.7,-7.75,0
2009 FQ32,Apollo Asteroid,54920,1.2253,0.1887,6.1463,203.4702,7.7665,344.949,0.9941,1.46,1.36,0.0073,5,26.8,2070,2104,5,5.2E-08,4.75,0.015,-8.49,-8.93,0
2002 MN,Apollo Asteroid,57800,1.8147,0.4983,1.0489,131.4772,85.2793,15.2596,0.9103,2.72,2.44,0.0007,17,23.3,2070,2109,13,6.1E-06,10.37,0.073,-4.59,-5.04,0
2012 EK5,Apollo Asteroid,56001,1.8201,0.5576,9.9503,240.4867,4.5005,340.0009,0.8052,2.83,2.46,0.0053,4,25.5,2070,2111,14,3.7E-05,15.13,0.026,-4.77,-5.03,0
2011 MX,Apollo Asteroid,55736,1.4338,0.3992,13.5035,297.3058,268.1931,29.8644,0.8614,2.01,1.72,0.0016,5,26.9,2070,2113,21,3.2E-05,12.19,0.014,-5.51,-6,0
2013 GA55,Apollo Asteroid,57800,1.6451,0.4552,0.4758,298.6998,206.8891,317.7789,0.8963,2.39,2.11,0.0019,4,27.7,2070,2114,23,3.9E-05,9.34,0.01,-6.04,-6.21,0
2015 TC25,Apollo Asteroid,57800,1.0298,0.118,3.6397,80.572,19.5629,36.452,0.9083,1.15,1.05,0.0003,10,29.5,2070,2115,13,0.00013,3.52,0.004,-6.45,-6.49,0
2014 OP2,Apollo Asteroid,57800,2.4536,0.6186,2.0506,141.5085,122.3077,247.7529,0.9359,3.97,3.84,0.0008,6,29.1,2071,2079,3,1.7E-06,11.63,0.005,-7.8,-7.92,0
2013 VW13,Apollo Asteroid,57800,1.6725,0.5743,3.5282,101.4169,227.6841,206.1704,0.712,2.63,2.16,0.002,6,26.2,2071,2084,9,0.00044,16.35,0.019,-3.92,-4.09,0
2010 JH110,Apollo Asteroid,57800,2.3365,0.5663,0.7446,165.4572,72.4179,318.0345,1.0133,3.66,3.57,0.0031,9,26.3,2071,2092,3,5.6E-05,8.08,0.019,-5.17,-5.37,0
2007 UN12,Apollo Asteroid,57800,1.0538,0.0605,0.2355,134.4823,216.0119,255.9987,0.9901,1.12,1.08,0.0012,19,28.7,2071,2111,32,0.00029,1.57,0.006,-5.8,-6.57,0
2014 UY57,Apollo Asteroid,57800,2.3481,0.5825,0.2113,300.1803,63.9965,236.6329,0.9803,3.72,3.6,0.0025,6,27.2,2071,2111,2,1.2E-07,9.03,0.012,-8.2,-8.32,0
2004 PU42,Apollo Asteroid,57800,1.5741,0.4439,0.9904,232.4881,146.9438,97.4107,0.8754,2.27,1.97,0.001,8,26.8,2071,2114,25,8.3E-05,10.11,0.015,-5.13,-5.7,0
2016 VB1,Aten Asteroid,57800,0.7547,0.3186,1.2207,176.8837,40.4342,345.7073,0.5142,1,0.66,0.0019,3,28.6,2071,2115,73,0.0012,5.45,0.006,-5.02,-5.48,0
2013 QM48,Apollo Asteroid,57800,1.1495,0.2215,7.4276,290.4717,330.7845,344.4513,0.8949,1.4,1.23,0.0023,6,27.4,2071,2115,17,4E-06,7.47,0.011,-6.93,-7.5,0
2016 LE10,Apollo Asteroid,57800,2.4203,0.6188,3.2443,42.2499,257.3217,57.8179,0.9225,3.92,3.77,0.0018,3,27.1,2072,2072,2,3.3E-08,12.63,0.013,-8.51,-8.76,0
2016 FA14,Apollo Asteroid,57800,1.8033,0.5859,4.2636,286.2643,189.7745,150.8453,0.7468,2.86,2.42,0.0029,5,27.4,2072,2077,2,1.5E-06,15.24,0.011,-6.92,-6.93,0
2010 TD,Apollo Asteroid,55473,2.1777,0.6768,3.2262,100.0557,188.0766,16.0742,0.7038,3.65,3.21,0.005,9,26.9,2072,2091,5,2.7E-06,18.86,0.014,-6.34,-6.75,0
2016 AF2,Aten Asteroid,57800,0.8852,0.2139,0.5866,275.947,46.7991,244.8883,0.6959,1.07,0.83,0.0066,6,27.8,2072,2093,3,3.1E-07,5.87,0.009,-8.09,-8.1,0
2008 BC15,Apollo Asteroid,54496,2.2122,0.7143,3.5296,263.1598,309.8606,346.5584,0.6319,3.79,3.29,0.0012,7,26.6,2072,2094,2,8.7E-07,20.64,0.016,-6.73,-6.89,0
2008 EZ84,Apollo Asteroid,57800,1.0108,0.1506,13.0887,268.2041,169.5101,2.8398,0.8586,1.16,1.02,0.0005,5,26.2,2072,2114,10,0.00022,7.91,0.02,-4.39,-4.68,0
2004 VM24,Apollo Asteroid,57800,1.1397,0.4292,2.9168,277.0137,231.4682,341.7141,0.6505,1.63,1.22,0.0009,10,25.7,2072,2114,20,1.5E-05,12.86,0.025,-5.26,-5.72,0
2014 TL,Apollo Asteroid,57800,1.1337,0.3393,3.2431,90.5479,187.9241,40.6071,0.749,1.52,1.21,0,9,27.8,2072,2114,6,9.1E-06,10.72,0.009,-6.66,-6.82,0
2016 WT,Apollo Asteroid,57800,1.5551,0.4473,1.1893,304.3595,55.8677,66.752,0.8595,2.25,1.94,0.0004,3,29.7,2072,2115,36,2.3E-05,10.71,0.004,-7.2,-8.08,0
1997 UA11,Apollo Asteroid,50753,2.3583,0.6175,3.2813,138.0872,212.889,9.8507,0.902,3.81,3.62,0.001,12,25.1,2073,2073,1,4.4E-07,11.96,0.032,-6.48,-6.48,0
2015 FF36,Apollo Asteroid,57800,2.0868,0.5336,0.1788,205.3914,6.2682,219.4118,0.9734,3.2,3.01,0.0002,5,26.5,2073,2073,1,1.2E-06,8.54,0.017,-6.82,-6.82,0
2010 LV108,Apollo Asteroid,57800,2.7832,0.6363,5.4306,351.0066,248.4991,162.1162,1.0123,4.55,4.64,0.0033,6,22.3,2073,2073,1,6E-10,9.06,0.12,-8.09,-8.09,0
2016 SK2,Apollo Asteroid,57800,1.3606,0.3935,15.4722,290.979,355.3121,125.0894,0.8252,1.9,1.59,0.0026,9,25.3,2073,2081,4,2.1E-06,13.64,0.029,-5.88,-5.91,0
2006 JY26,Apollo Asteroid,57800,1.0102,0.0831,1.439,273.6416,43.4681,142.9068,0.9263,1.09,1.02,0.0001,8,28.4,2073,2110,48,0.0097,2.98,0.007,-3.93,-3.93,0
2007 EO88,Apollo Asteroid,57800,1.1327,0.3373,5.9344,270.1673,356.199,38.1707,0.7506,1.51,1.21,0.0002,10,26.4,2073,2111,8,8.9E-06,10.95,0.018,-5.97,-6.49,0
2009 SH1,Apollo Asteroid,55092,1.1983,0.246,3.3257,294.8746,354.9254,41.632,0.9035,1.49,1.31,0.004,5,29.9,2073,2113,24,7E-08,5.57,0.004,-9.91,-10.4,0
2013 RS43,Apollo Asteroid,57800,1.4568,0.3337,0.941,24.1772,359.3505,325.682,0.9707,1.94,1.76,0.0017,5,27,2073,2114,27,1.3E-05,5.69,0.013,-6.26,-7.04,0
2009 FP32,Apollo Asteroid,54920,1.9486,0.5929,0.8705,236.4457,18.1115,343.9213,0.7933,3.1,2.72,0.0019,5,27.8,2073,2115,18,6.9E-06,15.06,0.01,-6.57,-7.2,0
2010 VQ139,Amor Asteroid,55514,1.7095,0.3908,2.7045,178.1125,231.4126,1.0544,1.0413,2.38,2.24,0.0512,7,26.4,2074,2078,2,3.4E-10,8.03,0.018,-10.32,-10.5,0
2010 JH80,Apollo Asteroid,55331,2.1012,0.7801,21.7211,252.7238,228.2409,17.96,0.462,3.74,3.05,0.0218,8,24.5,2074,2082,2,3.2E-06,26.9,0.042,-4.98,-4.99,0
2014 GY44,Apollo Asteroid,57800,1.1887,0.3911,10.1915,271.6065,188.7143,126.8738,0.7238,1.65,1.3,0.0011,9,25.4,2074,2083,3,3.4E-06,12.32,0.028,-5.75,-5.9,0
2007 TL16,Apollo Asteroid,57800,1.4604,0.3999,10.4978,303.9493,12.933,134.2149,0.8764,2.04,1.76,0.0022,13,26.2,2074,2092,10,9.1E-06,11.43,0.019,-5.8,-5.91,0
2012 VV76,Apollo Asteroid,57800,2.5561,0.6661,1.0559,308.8145,53.6166,23.5167,0.8535,4.26,4.09,0.0007,13,25.6,2074,2094,2,4.8E-08,14.69,0.026,-7.69,-7.76,0
2012 BN123,Amor Asteroid,55957,2.5811,0.5767,8.8998,351.2898,103.5971,6.8874,1.0926,4.07,4.15,0.1107,3,23.2,2074,2110,4,3.2E-09,10.13,0.078,-7.82,-8.13,0
2006 HE2,Apollo Asteroid,57800,1.065,0.1567,1.1817,90.2998,200.3925,243.3166,0.8981,1.23,1.1,0.0045,6,26.5,2074,2111,4,8.3E-07,5.02,0.017,-7.16,-7.4,0
2008 ST7,Apollo Asteroid,57800,1.9354,0.5132,2.449,321.785,347.8294,59.3113,0.9421,2.93,2.69,0.0018,26,24.1,2074,2112,24,2.6E-05,9.98,0.052,-4.42,-4.77,0
2000 SB45,Apollo Asteroid,51816,1.5642,0.3987,3.6685,216.1869,195.5846,341.2414,0.9406,2.19,1.96,0.0013,10,24.3,2074,2113,98,0.00015,7.53,0.046,-3.8,-4.3,0
2016 TY55,Apollo Asteroid,57800,1.031,0.1532,4.2082,264.4535,207.1053,44.8675,0.8731,1.19,1.05,0.0013,8,26.9,2074,2114,16,1.9E-05,4.61,0.014,-5.99,-6.23,0
2014 MB6,Apollo Asteroid,57800,2.8255,0.65,1.28,134.3619,107.2007,206.217,0.989,4.66,4.75,0.0094,4,26.2,2075,2075,1,1.4E-08,13.07,0.019,-8.49,-8.49,0
2009 EW,Apollo Asteroid,57800,1.2574,0.3891,10.7126,258.2033,345.9023,191.7057,0.7682,1.75,1.41,0.0017,10,26.4,2075,2081,4,1.8E-06,12.83,0.018,-6.48,-6.68,0
2014 WA201,Apollo Asteroid,57800,1.4216,0.4226,5.3359,294.5831,53.4391,145.5078,0.8209,2.02,1.7,0.0013,8,26.8,2075,2084,8,0.00013,11.57,0.015,-4.85,-4.85,0
2015 UH52,Aten Asteroid,57800,0.8527,0.3856,4.7441,225.6419,26.5334,343.3165,0.5239,1.18,0.79,0.0002,10,26,2075,2101,3,1.1E-06,11.19,0.022,-6.59,-6.85,0
2003 YS70,Apollo Asteroid,57800,1.2875,0.2366,0.3531,195.7818,271.4325,350.5502,0.9829,1.59,1.46,0.0013,11,28.8,2075,2107,2,7.7E-06,3.16,0.006,-7.44,-7.48,0
2000 LG6,Aten Asteroid,57800,0.9173,0.1106,2.8332,8.2157,72.5284,180.5714,0.8158,1.02,0.88,0.0033,10,29,2075,2115,52,0.00099,2.11,0.005,-5.37,-5.86,0
2014 QF33,Apollo Asteroid,57800,1.1675,0.7017,3.7846,232.7494,324.6952,38.3276,0.3483,1.99,1.26,0.0013,12,23.7,2076,2076,1,3.4E-08,23.29,0.06,-6.63,-6.63,0
2014 FX32,Apollo Asteroid,57800,1.7832,0.4818,3.78,320.7069,172.3178,96.2444,0.9241,2.64,2.38,0.0011,22,25.1,2076,2108,3,3.1E-06,9.05,0.033,-5.71,-5.71,0
2016 RR1,Apollo Asteroid,57800,1.6659,0.399,5.3348,345.8196,340.5816,81.7841,1.0012,2.33,2.15,0.0016,10,27.8,2076,2113,27,0.0002,6.75,0.009,-5.42,-5.64,0
2004 VZ14,Apollo Asteroid,53318,1.5346,0.5268,4.5815,280.2798,41.6064,29.8714,0.7262,2.34,1.9,0.0035,11,25.3,2076,2114,4,2.1E-06,15.26,0.03,-5.92,-6.39,0
2015 ET,Apollo Asteroid,57800,2.0347,0.5783,0.5984,124.2003,354.2067,252.9025,0.8581,3.21,2.9,0.0009,14,26.7,2076,2114,9,2.6E-06,11.63,0.016,-6.58,-7.22,0
2016 WG,Apollo Asteroid,57800,1.8305,0.742,0.2205,231.5488,294.6522,14.3767,0.4723,3.19,2.48,0.0016,11,23.3,2076,2115,22,5.5E-06,23.6,0.074,-4.25,-4.91,0
2012 YR1,Apollo Asteroid,57800,2.0493,0.5293,2.5068,342.2996,81.1684,156.5669,0.9646,3.13,2.93,0.0011,8,26.5,2077,2077,1,5.6E-07,7.84,0.017,-7.2,-7.2,0
2007 VF189,Apollo Asteroid,57800,1.2068,0.3851,6.9815,83.5701,51.8085,310.4131,0.7421,1.67,1.33,0.001,5,28.4,2077,2077,1,3.5E-08,11.47,0.007,-9.17,-9.17,0
2012 RU16,Apollo Asteroid,57800,2.476,0.6174,0.5479,10.6796,298.3562,52.7569,0.9473,4,3.9,0.004,10,25.6,2077,2089,2,1.1E-07,8.66,0.026,-7.48,-7.64,0
2008 HJ,Apollo Asteroid,57800,1.6321,0.4066,0.9255,204.1237,47.4767,67.0104,0.9685,2.3,2.09,0.0017,10,25.7,2077,2114,22,0.00023,7.53,0.024,-4.35,-4.81,0
2016 TH,Apollo Asteroid,57800,1.0378,0.2594,2.3259,276.1544,191.5954,58.9086,0.7686,1.31,1.06,0.0006,2,29.4,2077,2115,30,2.2E-05,7.4,0.004,-7.09,-7.76,0
2008 UA92,Amor Asteroid,54768,2.6119,0.6067,3.0567,351.5458,39.5494,1.0004,1.0273,4.2,4.22,0.0337,7,27.3,2078,2078,1,1.3E-06,8.38,0.012,-7.21,-7.21,0
2012 CQ46,Apollo Asteroid,55971,1.2042,0.4374,0.6202,28.3408,16.3473,48.7378,0.6775,1.73,1.32,0.0093,3,27.2,2078,2103,4,1.5E-09,13.01,0.012,-10.04,-10.4,0
2006 UJ185,Apollo Asteroid,57800,1.6936,0.5791,0.8646,78.7512,35.0475,220.6888,0.7128,2.67,2.2,0.0006,5,27.9,2078,2105,3,1.2E-06,15.46,0.009,-7.47,-7.48,0
2013 CY,Apollo Asteroid,57800,1.1139,0.1341,0.7806,149.532,302.6241,188.3143,0.9645,1.26,1.18,0.0008,17,28.2,2078,2106,5,2.5E-06,2.42,0.008,-7.57,-7.92,0
2014 QN266,Apollo Asteroid,57800,1.0527,0.0923,0.4882,61.5949,171.1061,196.1924,0.9555,1.15,1.08,0.0006,20,26.2,2078,2109,3,2.1E-06,2.85,0.019,-6.6,-6.66,0
2007 XB23,Apollo Asteroid,57800,1.0412,0.0543,8.5287,193.0099,260.2743,218.9671,0.9846,1.1,1.06,0.0019,6,27.1,2078,2114,9,6.6E-07,4.58,0.013,-7.52,-7.8,0
2014 QC391,Apollo Asteroid,56902,1.5807,0.4024,2.0875,36.6754,345.3194,342.3662,0.9447,2.22,1.99,0.0012,4,27.5,2078,2115,37,5.9E-05,7.61,0.011,-5.77,-6.14,0
2006 QN111,Apollo Asteroid,53978,2.4889,0.5983,11.7494,171.7712,143.8379,4.8171,0.9999,3.98,3.93,0.0084,6,23.8,2079,2079,1,2.1E-06,10.55,0.06,-5.24,-5.24,0
2010 UR7,Apollo Asteroid,57800,2.2891,0.6195,3.6248,129.5381,217.1082,303.5911,0.871,3.71,3.46,0.0035,10,27.4,2079,2086,3,2E-06,13.34,0.011,-6.94,-7.08,0
2008 CM74,Apollo Asteroid,57800,1.0889,0.1468,0.8551,242.7253,321.5392,287.5472,0.929,1.25,1.14,0.0013,7,28,2079,2100,6,2.4E-06,4.07,0.008,-7.49,-7.95,0
2014 JU15,Aten Asteroid,57800,0.7262,0.4663,9.1074,20.1821,38.6437,322.8749,0.3876,1.06,0.62,0.0018,8,24.7,2079,2114,71,5.4E-05,10.34,0.039,-4.35,-5.07,0
2009 TM8,Apollo Asteroid,57800,1.5553,0.4073,2.3873,220.5081,205.5114,252.6926,0.9218,2.19,1.94,0.001,8,28.6,2079,2114,136,7.7E-05,7.96,0.007,-6.18,-7.39,0
2007 US51,Apollo Asteroid,57800,2.1949,0.6321,1.4713,298.3934,39.2183,320.7939,0.8074,3.58,3.25,0.0013,12,27.2,2079,2114,8,6.7E-06,15.29,0.012,-6.34,-6.66,0
2001 SD286,Apollo Asteroid,52177,2.0843,0.5661,6.2372,130.1793,182.5832,12.1814,0.9044,3.26,3.01,0.0112,8,25.2,2080,2080,1,5.2E-08,12.56,0.03,-7.49,-7.49,0
2002 AN129,Apollo Asteroid,52289,1.8257,0.5271,0.2894,74.4369,93.9794,344.388,0.8634,2.79,2.47,0.0021,6,26.1,2080,2080,1,2E-08,11.35,0.021,-8.34,-8.34,0
2008 GF1,Apollo Asteroid,57800,1.2289,0.4648,1.4056,275.8083,16.8668,139.4468,0.6577,1.8,1.36,0.0005,7,28.3,2080,2080,1,9.7E-08,14.61,0.007,-8.61,-8.61,0
2015 PS228,Apollo Asteroid,57800,1.0568,0.0839,0.4389,327.4422,272.8464,211.6563,0.9681,1.15,1.09,0.0042,11,28.9,2080,2102,3,2.9E-06,2.55,0.005,-7.81,-7.87,0
2014 EU,Apollo Asteroid,57800,1.2927,0.2805,0.3303,288.8767,186.587,30.7976,0.9301,1.66,1.47,0.0026,10,27.7,2080,2107,5,7.7E-06,5.64,0.01,-6.72,-6.77,0
2009 OW6,Apollo Asteroid,57800,1.9568,0.4822,0.1186,229.9287,95.6869,268.0787,1.0132,2.9,2.74,0.0024,10,25.3,2080,2115,2,4.9E-06,6.65,0.029,-5.81,-6.01,0
2015 WP2,Apollo Asteroid,57800,1.4346,0.4571,1.7189,287.9177,58.064,288.2665,0.7788,2.09,1.72,0.0006,2,30.1,2080,2115,24,0.0001,12.62,0.003,-6.56,-6.98,0
2015 MN11,Apollo Asteroid,57800,2.0411,0.7046,5.7023,85.9317,278.0568,187.1991,0.6029,3.48,2.92,0.0055,6,24.5,2081,2081,1,2.2E-09,21.06,0.042,-8.27,-8.27,0
2012 WR10,Apollo Asteroid,57800,1.0853,0.1117,0.3076,146.8701,224.2415,308.0828,0.9641,1.21,1.13,0.0007,12,28.5,2081,2096,3,7.7E-07,2.73,0.007,-8.21,-8.4,0
2013 FU13,Apollo Asteroid,57800,1.7287,0.4257,0.7602,349.1317,177.3572,264.3543,0.9928,2.46,2.27,0.0012,7,27.2,2081,2098,3,3.2E-05,5.74,0.012,-5.88,-6.09,0
2012 XM16,Apollo Asteroid,57800,2.3629,0.6337,2.1857,41.3496,91.0693,43.9092,0.8655,3.86,3.63,0.0032,10,25.8,2081,2107,2,2.1E-06,12.68,0.024,-6.16,-6.25,0
2005 AU3,Apollo Asteroid,53380,1.2452,0.4726,3.765,266.6546,105.1665,44.2011,0.6568,1.83,1.39,0.0015,7,26,2081,2114,24,1.2E-05,14.4,0.021,-5.55,-6.18,0
2012 VS76,Aten Asteroid,57800,0.9911,0.3863,0.8058,284.4173,242.3403,42.6057,0.6082,1.37,0.99,0.0019,6,26.9,2081,2114,9,1.3E-05,11.48,0.014,-6,-6.27,0
2016 JA6,Apollo Asteroid,57800,1.0877,0.2763,16.0134,269.305,222.2294,311.2704,0.7872,1.39,1.13,0.0001,15,26.4,2081,2115,8,4E-06,11.34,0.018,-6.29,-6.47,0
2007 TC14,Apollo Asteroid,54385,2.0886,0.8072,4.6381,268.6781,224.6673,343.5586,0.4027,3.77,3.02,0.0268,15,22.1,2082,2082,1,1.2E-07,25.55,0.13,-5.3,-5.3,0
2016 FC1,Apollo Asteroid,57464,2.0602,0.6394,1.2471,112.1496,352.5767,15.2688,0.7429,3.38,2.96,0.0006,2,29.1,2082,2088,4,3.4E-06,15.19,0.005,-7.47,-7.64,0
2006 YE,Apollo Asteroid,57800,1.7453,0.44,0.3212,211.2227,252.7474,140.4492,0.9774,2.51,2.31,0.0019,5,27.3,2082,2089,2,1.6E-06,6.05,0.012,-7.24,-7.25,0
2016 TQ54,Aten Asteroid,57800,0.9428,0.2892,1.3666,243.5466,7.7679,233.4219,0.6702,1.22,0.92,0.0006,1,27.2,2082,2113,9,1.8E-06,9,0.012,-7.15,-7.64,0
2010 FN,Aten Asteroid,57800,0.9896,0.211,0.1235,126.1071,161.5047,280.5533,0.7808,1.2,0.98,0.0008,9,26.6,2082,2114,5,2.3E-06,6.78,0.016,-6.71,-6.96,0
2011 FQ16,Apollo Asteroid,55649,2.1249,0.5292,1.4283,334.5489,186.5419,7.1133,1.0003,3.25,3.1,0.0129,4,27.7,2082,2114,4,6.4E-07,7.99,0.01,-7.87,-8.02,0
2012 WS3,Apollo Asteroid,57800,1.1115,0.2794,3.8735,86.1699,241.4803,281.7354,0.8009,1.42,1.17,0.0015,10,25.9,2082,2115,31,7.3E-06,8.79,0.022,-5.91,-6.85,0
2011 BF40,Apollo Asteroid,55593,2.7916,0.7258,5.507,264.3411,300.9981,349.8587,0.7656,4.82,4.66,0.0352,7,24.8,2083,2083,1,1.9E-06,18.5,0.037,-5.58,-5.58,0
2012 QV17,Apollo Asteroid,57800,2.8044,0.6414,11.3069,189.4639,150.5048,339.971,1.0056,4.6,4.7,0.0008,5,25,2083,2083,1,2.5E-08,10.87,0.033,-7.77,-7.77,0
2008 EF32,Apollo Asteroid,54536,1.6276,0.5222,1.736,112.2694,349.1769,22.1795,0.7777,2.48,2.08,0.0004,5,29.4,2083,2083,1,6.5E-08,13.11,0.005,-9.39,-9.39,0
2014 HH196,Apollo Asteroid,56771,1.777,0.5916,1.3387,59.0478,239.9257,335.726,0.7257,2.83,2.37,0.0068,4,28.2,2083,2109,2,3E-09,11.21,0.008,-10.21,-10.2,0
2012 DW60,Apollo Asteroid,57800,1.1113,0.1678,4.8215,237.8737,353.6724,31.8768,0.9248,1.3,1.17,0.0014,17,26.5,2083,2115,14,4.1E-05,5.4,0.017,-5.45,-5.54,0
2016 WQ1,Apollo Asteroid,57800,1.8052,0.4678,0.2316,160.388,230.3247,44.644,0.9607,2.65,2.43,0.0003,13,27.9,2084,2084,1,8.1E-08,7.67,0.009,-8.74,-8.74,0
2009 WZ53,Apollo Asteroid,55160,1.1379,0.2422,32.7464,111.4604,61.5836,276.0651,0.8623,1.41,1.21,0.0267,6,24.1,2084,2094,3,8.3E-10,18.97,0.052,-8.58,-8.74,0
2016 TT,Apollo Asteroid,57800,1.802,0.5068,4.7544,130.3892,184.2372,72.8375,0.8888,2.72,2.42,0.0018,11,26,2084,2095,3,4.5E-07,11.59,0.021,-6.98,-6.99,0
2002 VU17,Apollo Asteroid,52598,2.4723,0.6163,1.4974,308.7569,55.6767,11.1328,0.9485,4,3.89,0.0101,15,24.8,2084,2099,5,9.3E-06,13.69,0.038,-5.06,-5.49,0
2008 EF85,Apollo Asteroid,54540,2.089,0.5419,4.85,144.2794,355.2847,9.3398,0.9569,3.22,3.02,0.0125,5,26.7,2084,2110,3,1.6E-07,9.53,0.016,-7.96,-8,0
2002 TY59,Apollo Asteroid,57800,1.0186,0.2335,6.6125,259.1772,9.8029,63.8204,0.7808,1.26,1.03,0.0031,16,25.4,2084,2114,3,2.5E-05,8.22,0.028,-5.21,-5.45,0
2006 WZ184,Apollo Asteroid,57800,1.3655,0.3282,0.8474,127.9418,249.3957,167.1556,0.9173,1.81,1.6,0.002,14,26.1,2084,2114,27,1.1E-05,7.26,0.021,-5.85,-6.77,0
2008 GM2,Apollo Asteroid,57800,1.0519,0.1573,4.0982,278.2771,195.0869,143.5264,0.8865,1.22,1.08,0.0013,11,28.4,2084,2114,35,2.3E-05,4.61,0.007,-6.69,-7.39,0
2009 XQ2,Apollo Asteroid,55178,1.1696,0.566,6.758,282.4829,271.172,315.2379,0.5076,1.83,1.26,0.0147,6,24.1,2084,2114,2,2.6E-10,26.18,0.051,-8.98,-9.21,0
2016 NK22,Apollo Asteroid,57800,1.4974,0.353,2.7134,213.4597,111.0786,101.841,0.9688,2.03,1.83,0.001,3,28.9,2084,2115,85,0.0007,6.88,0.005,-5.47,-5.67,0
2012 SU9,Aten Asteroid,57800,0.9297,0.3602,0.4954,264.2513,323.5021,61.4425,0.5949,1.26,0.9,0.0039,6,27.2,2084,2115,5,1.3E-06,10.88,0.012,-7.24,-7.33,0
2017 BK30,Apollo Asteroid,57800,2.6175,0.6337,1.1903,24.2029,140.7578,357.5358,0.9588,4.28,4.23,0.0008,8,27.2,2085,2085,2,1.4E-07,9.95,0.012,-8.11,-8.26,0
2015 XQ129,Apollo Asteroid,57363,2.4041,0.6872,1.403,234.6591,112.3907,16.1979,0.7521,4.06,3.73,0.0061,3,24.4,2085,2085,1,5.3E-10,15.3,0.044,-9.04,-9.04,0
2008 XC1,Apollo Asteroid,57800,2.0539,0.5778,4.4743,43.7054,86.3321,268.8591,0.8672,3.24,2.94,0.0048,15,23.7,2085,2088,2,1.2E-07,11.66,0.063,-6.42,-6.47,0
